Name,Latitude,Longitude,Floors,Floors Source,Stores,Dynamic Stores,Store Names,Stores Source,Opening year,Area,Area Source,Owner,Shape,Wikipedia Link
Greenwich V,1.3874,103.8694,2,https://www.fareastmalls.com.sg/en/greenwich-v/shops,21,21,"7-ELEVEN; Convenience Store; 01-01; ANYTIME FITNESS; Sports & Fitness; 02-05; AWFULLY CHOCOLATE; Food & Beverage; 02-02; BAKERY CUISINE; Food & Beverage, Bakery & Confectionery; 01-19; CEDELE; Food & Beverage, Restaurants, Cafes & Desserts; 02-14; COLD STORAGE; Supermarket; 01-11; FOOD SCHOLAR; Food & Beverage, Food Hall; 01-09; GUARDIAN PHARMACY; Hair / Beauty / Wellness; 01-16; HUA LANGUAGE CENTRE; Education & Enrichment; 02-09; JAN & ELLY ENGLISH LANGUAGE SCHOOL; Education & Enrichment; 02-10; KCUTS; Hair / Beauty / Wellness; 01-14; LIHO; Food & Beverage, Light Bites & Food Kiosks; 01-20; MORIAH SCHOOLHOUSE THE CHILDMINDER; Services & Others; 02-07; NUFFIELD DENTAL SELETAR; Medical Dental; 01-07; OLD CHANG KEE; Food & Beverage, Light Bites & Food Kiosks; 01-18; PHOENIX MEDICAL GROUP; Medical Dental; 02-11; ROSABELLE LAUNDERETTE; Services & Others; 01-13; SOULWORKS BY KOYEE; Hair / Beauty / Wellness; 01-04; THE COFFEE BEAN & TEA LEAF; Food & Beverage, Cafes & Desserts; 02-01; TOAST BOX; Food & Beverage; 01-06; WINE CONNECTION; Services & Others; 01-21",https://singmalls.app/en/malls/greenwich-v/directory,2014,43724,https://www.fareastmalls.com.sg/en/greenwich-v/lease-with-us,Far East Malls,,
HarbourFront Centre,1.2642,103.8204,3,https://www.harbourfrontcentre.com.sg/store.php?CategoryID=594&vt=Level&level=03,152,151,55 Degree Celsius; ABS Car Grooming; Aeroline; Ariza Money Exchange; ARTARY; Artistique Aesthetic Clinic; Aspire Recreation Centre; BabySPA; Bagus; Baskin-Robbins; Batam Fast; Beaute Brow; Beauty Language; Bee Cheng Hiang; Bengawan Solo; Beryl's Chocolate; Brighton Montessori; Bust Aesthetic; Cheers; Chiropractic Solutions Group (CSG); Click; Cold Storage; Crave; Creative Salon; Dazzlin; DBS Bank; DEAR; Design & Comfort; DON DON DONKI; Dunkin' Donuts; EAT.; EC House; Elemen; EMM3 Visioncare; Eu Yan Sang Premier TCM Centre; Four Leaves Express; Gangnam Laser Clinic; GNC; Good Supply Co.; Guardian; Harry's; Heart to Heart Jewellery; Heavenly Wang; Heguru Method Learning Centre; Heiwa Wellness & Spa; Hitoyoshi Yoshi Sushi  ; Horizon Fast Ferry; I Can Read; i.Comm Mobile Plus; I@ccess; Iakaba Exchange; Iora; Japan Home; Kawata House of Socks; kcuts; KEDMA; Kent Ridge Tutors; KFC; Koi Thé; KOMME; Kskin; Kumon; Laundry Unlimited; Les Parfum; Linen Gallery; Love Link Jewellery ; Majestic Fast Ferry; Masa Hairdressing; Maxi Cash; McDonald's; Mei Kee Bakery; MELVADOS; mixshop; MODE Aesthetics; Moley Apparels; Moo Tong; MOS Burger; Mothercare; Mr Bean; My English School; Nailz Gallery; Nam Kee Pau; NBC Beauty Shop; NTUC Health Denticare; Nuffield Dental Harbourfront; Nuodle 牛一嘴 ; OCBC Bank; Ole Ole Singapore ; Origani; Outpost; Oxhide Leather; Pastamania; PepperPLUS; Pierre Cardin; Pixie Nail Spa ; Pizza Hut; Poh Kim Video; Poly Beauty; Premier Football; R&B Tea; Raffles Medical; Ramen Hitoyoshi; Robothink; SEASONS TIME; Seoul Garden; Seoul Garden Hotpot; Shi Li Fang; Shihlin Taiwan Street Snacks; Shine Korea; Simply Wrapps; SINDO Ferry; Singapore Post; SIR Currency Exchange & Remittance Service; SIR E-Gadgets; Smoothie Shiok; Song Fa Bak Kut Teh; Sorella; Sparkle ; Spectacle Hut; Sports Elements; Starbucks Coffee; Steamed Treasures; Subway; Sunshine Childhood Playland; SWISSBAKE; Taste Original (Organic Food); The Ballet School Singapore; The Coffee Bean & Tea Leaf; The Escape Artist V-Room; The Finest Time; The Imaginarium; THE MINUTE & SECOND; The Polliwogs; The Skin Professional Studio (SPS); The Soup Spoon; The Vine House ; Tokyo Megane ; TRT; True Fitness; Tuckshop; Tuk Tuk Cha; Unity Pharmacy; UOB Auto Lobby; Vivian & Sean; Wan Yang Health Products & Foot Reflexology; Watsons; World of Nature; WORLD OF SPORTS; Ya Kun Kaya Toast; Yishion; Yoshinoya,https://www.harbourfrontcentre.com.sg/store.php?CategoryID=594&vt=Level&level=03,1977,100000,,,,https://en.wikipedia.org//wiki/HarbourFront_Centre
HDB Hub,1.3324,103.8480,,,,,,,,186000,https://www.hdb.gov.sg/residential/where2shop/explore/toa-payoh/hdb-hub,HDB,,https://en.wikipedia.org//wiki/HDB_Hub
Heartland Mall,1.3595,103.8852,3,https://heartlandmall.com.sg/store-directory/sushi-express/,104,,,https://heartlandmall.com.sg/store-directory/sushi-express/,1984,86000,https://www.businesstimes.com.sg/real-estate/3-heartland-mall-levels-2-havelock-ii-units-sold,,,https://en.wikipedia.org//wiki/Heartland_Mall
Hillion Mall,1.3785,103.7633,4,https://www.hillionmall.com.sg/store-directory/,131,111,"A-One Claypot House; Café, Fast Food & Restaurants; 01-11 to 01-12; Amore Fitness; Health & Wellness; B1-17 to B1-19; Artary; Childcare, Education & Stationery; 02-06; Ayam Penyet President; Café, Fast Food & Restaurants; B2-57 to B2-58; Barcook Bakery; Bakery & Confectionery; B2-32; Be Crafty; Childcare, Education & Stationery; 02-24; Beans Party Dessert; Snacks & Specialities; 01-38 to 01-39; Beans Party Western; Café, Fast Food & Restaurants; 01-35 to 01-37; Best Denki; Electronics & Telecommunications; B1-65 to B1-66; Brow Art Asia; Beauty, Cosmetics & Hair; 02-31 to 02-32; Buzz Convenience Store; Supermarket & Convenience; 01-22; Chateraise; Café, Fast Food & Restaurants; B1-44; Choco Express; Snacks & Specialities; 04-12C; Cristofori Music School; Childcare, Education & Stationery; 02-04 to 02-22; Dancepointe Academy; Childcare, Education & Stationery; 02-12; Dbom Hair; Beauty, Cosmetics & Hair; B1-03; De Relax Nails; Beauty, Cosmetics & Hair; 02-30; Dian Xiao Er; Café, Fast Food & Restaurants; 01-08; Digifoto Xpress; Services; B2-01; Discount Loft; Fashion & Accessories; B1-01; Dunkin’ Donuts; Bakery & Confectionery; B2-31; Eastern Rice Dumpling; Snacks & Specialities; B2-37; Eu Yan Sang; Health & Wellness; B2-66; Explore Mobile; Electronics & Telecommunications; B1-61; Eyebar Optics; Optical; B1-55 to B1-56; Fragrance Foodstuff; Snacks & Specialities; B2-39; FWAH; Fashion & Accessories; B1-06; Gadget Mix; Electronics & Telecommunications; B1-15; Geláre; Café, Fast Food & Restaurants; B1-31 to B1-32; GNC; Health & Wellness; B2-11; Guan Ann Chan Medical; Health & Wellness; B2-06; Ha-Jun Korean; Café, Fast Food & Restaurants; 01-26 to 01-27; Han's; Café, Fast Food & Restaurants; B2-28 to B2-30; Happy Walker; Fashion & Accessories; B1-08; HYSSES; Beauty, Cosmetics & Hair; B2-09; I Love Taimei; Snacks & Specialities; B2-43; Ichikokudo; Café, Fast Food & Restaurants; 01-01 to 01-02; iORA; Fashion & Accessories; B1-11 to B1-14; Japan Home; Home & Furnishing; B2-16 to B2-18; Ji De Chi Dessert; Café, Fast Food & Restaurants; 01-23; Kcuts; Beauty, Cosmetics & Hair; B2-08; Kei Kaisendon; Café, Fast Food & Restaurants; B1-41; Kim Able Household; Home & Furnishing; B2-12 to B2-13; King of Prawn Noodles; Café, Fast Food & Restaurants; B2-03 to B2-05; KOI Thé; Snacks & Specialities; B2-53; Kopitiam; Food Court; 02-15 to 02-20; Kung Fu Tea; Snacks & Specialities; 01-25; Laundry Club; Services; B2-21; Le Spark; Services; B2-02; Lee Mart; Supermarket & Convenience; B2-20; Lee Wee & Brothers; Snacks & Specialities; B2-36; Let's Eat!; Café, Fast Food & Restaurants; B2-26 to B2-27; Liang Yi TCM; Health & Wellness; L2-11; Linen Gallery; Home & Furnishing; B1-62; Lizi Garments Trading; Fashion & Accessories; B1-07; Long John Silver's; Café, Fast Food & Restaurants; B1-57 to B1-59; Maki-San; Café, Fast Food & Restaurants; B2-07; Massage Addiction; Health & Wellness; 02-02; McDonald's; Café, Fast Food & Restaurants; B1-25 to B1-27; Men Men Don Don; Café, Fast Food & Restaurants; B2-52; Mi-O Giftshop; Fashion & Accessories; B1-05; Miniso; Home & Furnishing; B1-46 to B1-47; Money Changer; Services; 01-24; MOS Burger; Café, Fast Food & Restaurants; B2-60; Mr Coconut; Snacks & Specialities; B2-35; Mugiya; Bakery & Confectionery; B2-41 to B2-42; My Briyani House; Café, Fast Food & Restaurants; 01-17 to 01-18; MyRepublic; Electronics & Telecommunications; B1-63; Nail Addiction; Beauty, Cosmetics & Hair; 02-01; Nam Kee Pau; Snacks & Specialities; B2-34; NTUC FairPrice; Supermarket & Convenience; B2-67; Pastamania; Café, Fast Food & Restaurants; B2-48 to B2-50; Pet Lovers Centre; Services; B2-22; Pierre Cardin; Fashion & Accessories; B1-54; Pixie; Beauty, Cosmetics & Hair; B1-04; Pontian Wanton Noodles; Café, Fast Food & Restaurants; B2-25; Proofer Boulangerie; Bakery & Confectionery; B2-45 to B2-46; QQ Rice; Snacks & Specialities; B2-51; REFASH; Fashion & Accessories; B1-34 to B1-35; Saizeriya; Café, Fast Food & Restaurants; B1-20 to B1-22; SF Fruits; Snacks & Specialities; B2-38; Sheng Kee Dessert; Café, Fast Food & Restaurants; B2-47; Shinlin Street Snacks; Snacks & Specialities; B2-33; Singtel Exclusive Retailer; Electronics & Telecommunications; B1-60; SkinGo!; Beauty, Cosmetics & Hair; B2-10; Spectacle Hut; Optical; B1-33; Starbucks; Café, Fast Food & Restaurants; B1-28 to B1-30; Starhub Exclusive Partner; Electronics & Telecommunications; B1-48 to B1-49; Stuff'd; Snacks & Specialities; B2-40; Sushi Express; Café, Fast Food & Restaurants; 01-19 to 01-21; Swee & Dose; Fashion & Accessories; B1-36; The Blues; Fashion & Accessories; B1-10; The Digital Gadgets; Electronics & Telecommunications; B1-16; The Green Party; Home & Furnishing; B1-50 to B1-53; The Soup Spoon Union; Café, Fast Food & Restaurants; 01-05 to 01-06; THEGREYSPACE.CO; Fashion & Accessories; B1-09; Thomson Paediatric Centre; Services; 02-05; Tongue Tip Beef Noodles; Café, Fast Food & Restaurants; 01-07; Tori-Q; Café, Fast Food & Restaurants; 01-13; ToriGO; Café, Fast Food & Restaurants; B1-37 to B1-40; Tuk Tuk Cha; Café, Fast Food & Restaurants; 01-03 to 01-04; Unity Pharmacy; Health & Wellness; B2-64 to B2-65; Venus Beauty; Beauty, Cosmetics & Hair; B2-14 to B2-15; Watsons; Health & Wellness; B2-61 to B2-63; Wingstop; Café, Fast Food & Restaurants; B2-59; X'treme Hair Studio; Beauty, Cosmetics & Hair; 02-09 to 02-10; Xing Fu Tang; Snacks & Specialities; 02-21; Ya Kun Kaya Toast; Café, Fast Food & Restaurants; B2-23 to B2-24; Yolé; Snacks & Specialities; B1-45; ZTP Herbal Tea 正凉茶; Health & Wellness; B2-44; ZTP 正中平; Health & Wellness; B2-19",https://singmalls.app/en/malls/hillion-mall/directory,2017,174730,https://www.straitstimes.com/business/new-bukit-panjang-mall-opens,,,https://en.wikipedia.org/wiki/Hillion_Mall
HillV2,1.3634,103.7643,2,https://www.fareastmalls.com.sg/en/hillv2/shops,26,0.3333333333,,https://singmalls.app/en/malls/hill-v2/directory,2014,53149,https://www.fareastmalls.com.sg/hillv2/-/media/5C4FC16C1E344E1A9AEFC1841FD0BF09.ashx,Far East Malls,,
Holland Road Shopping Centre,1.3103,103.7954,4,http://holland-village-singapore.com/holland-road-shopping-centre-directory/,106,,,http://holland-village-singapore.com/holland-road-shopping-centre-directory/,1985,85820,https://www.businesstimes.com.sg/real-estate/holland-vs-cold-storage-space-sold,,,
Hougang 1,1.3761,103.8792,3,https://www.fareastmalls.com.sg/en/hougang-1/shops,37,37,"BLISS DENTAL (HOUGANG); Medical Dental; 01-16; CHEERS; Convenience Store; 01-35; CODETTA MUSIC SCHOOL; Education & Enrichment; 01-44; CUBE SPROUT; Books / Gifts & Novelties; 01-34; ELISSA MEDICAL CLINIC; Medical Dental; 01-21; FABRICPRO; Services & Others; B1-01; FAIRPRICE XTRA; Supermarket; 02-01; FUJIFILM; Services & Others; 01-05; HAMA HAMA; Services & Others; 01-13; HEAVENLY WANG; Food & Beverage, Cafes & Desserts; 01-22; HOCKHUA TONIC; Medical Dental; 01-09; I-OBSERVATION HOUSE; Jewellery / Watches / Optical; 01-11; ILAHUI; Books / Gifts & Novelties; 01-30; KFC; Food & Beverage, Fast Food; 01-24; KOPITIAM; Food & Beverage, Food Hall; 01-19; LIHO; Food & Beverage, Light Bites & Food Kiosks; 01-37; LUMINOUS NAILS & BEAUTY; Hair / Beauty / Wellness; 01-36; MCDONALD'S; Food & Beverage, Fast Food; 01-26; MIND STRETCHER; Education & Enrichment; 01-42; MUGIYA; Food & Beverage, Bakery & Confectionery; 01-06; NK HAIRWORKS; Hair / Beauty / Wellness; 01-08; NO HORSE RUN; Services & Others; 01-07; PRIMADÉLI; Food & Beverage, Bakery & Confectionery; 01-01; QB HOUSE; Hair / Beauty / Wellness; 01-18; ROCKY MASTER; Food & Beverage, Cafes & Desserts; 01-40; SAIZERIYA; Food & Beverage, Restaurants; 01-38; SCHON COLLECTION; Books / Gifts & Novelties; 01-15; SHI LI FANG; Food & Beverage, Restaurants; 01-23; SINGTEL EXCLUSIVE RETAILER; Services & Others; 01-20; STARBUCKS; Food & Beverage, Cafes & Desserts; 01-41; SWEET TALK SIGNATURE; Food & Beverage, Light Bites & Food Kiosks; 01-02; THIRTY THREE 33; Home & Furnishing; 01-27; TWELVE CUPCAKES; Food & Beverage, Bakery & Confectionery; 01-12; UMISUSHI; Food & Beverage, Restaurants; 01-28; W OPTICS; Jewellery / Watches / Optical; 01-33; WANG LEARNING CENTRE; Education & Enrichment; 01-43; WATSONS; Hair / Beauty / Wellness; 01-31",https://singmalls.app/en/malls/hougang-1/directory,1999,85915,https://fareastmalls.com.sg/hougang-1/-/media/Project/RBG/shared/Fact-Sheets/Mall-Factsheet_Hougang-1_Final.pdf,Far East Malls,,
Hougang Green Shopping Mall,1.3793,103.8878,,,,,,,,,,,,
Hougang Mall,1.3725,103.8938,6,https://www.hougangmall.com.sg/store.php?CategoryID=594&Mode=Name&MallFilter=1138&MallFilterMobile=1138,133,126,"Apgujeong Hair Studio; Hair & Beauty; 04-08; BATA; Leather Goods, Bags & Shoes; 03-16; BBQ Express; Food & Restaurants; B1-K8; Beauty Collection; Hair & Beauty; 03-08; Beauty Language; Hair & Beauty; 04-18; Bee Cheng Hiang; Food & Restaurants; B1-20; Bengawan Solo; Food & Restaurants; B1-05; Bossini; Fashion Wear & Accessories; 02-01; Box Boss; Toys & Collectibles; 03-04; Challenger; Electrical, Electronic, Camera & Telecommunication; 04-15; Cheng San Community Library; Services; 03-11; CHICHA San Chen; Food & Restaurants; 01-25; Chiropractic First; Pharmacy & Healthcare; 05-13 to 05-14; Cotton On; Fashion Wear & Accessories; 01-10 to 01-11; Crave, The Original Adam Road  Nasi Lemak; Food & Restaurants; B1-11; Crystal Optics; Optical; 02-07; CUBE-i; Gifts; 03-13; D&C Shoes; Leather Goods, Bags & Shoes; 01-28; Daun Pandan Rice Dumpling; Food & Restaurants; B1-K6; Den Ajisen Ramen; Food & Restaurants; 01-26 to 01-27; Dong Xi Nan Pei; Fashion Wear & Accessories; 02-12; EC House; Hair & Beauty; B1-30; Eluxgo; Electrical, Electronic, Camera & Telecommunication; 03-K1; Eng's Wantan Noodles; Food & Restaurants; 01-42 to 01-43; ePLAY; Toys & Collectibles; 03-19; Eu Yan Sang; Pharmacy & Healthcare; B1-18 to B1-19; Eu Yan Sang TCM; Pharmacy & Healthcare; 04-19; Exquisite Colour Centre; Services; B1-34; FairPrice; Supermarket; B1-07; Four Leaves; Food & Restaurants; B1-21; Gadget Mix; Electrical, Electronic, Camera & Telecommunication; 01-K5; Giordano; Fashion Wear & Accessories; 02-04 to 02-05; Glamour Beauty; Hair & Beauty; 03-06; Global Art; Schools & Offices; 05-11 to 05-12; GNC; Pharmacy & Healthcare; B1-06; GOLDLION; Fashion Wear & Accessories; 03-10; Gong Cha; Food & Restaurants; B1-14 to B1-15; Guardian Pharmacy; Pharmacy & Healthcare; B1-31; H2 Hub; Jewellery & Watches; 01-14; Harvey Norman; Electrical, Electronic, Camera & Telecommunication; 02-13 to 02-15; Healthway Hougang Clinic; Pharmacy & Healthcare; 04-06; Heart Springs Spa; Hair & Beauty; 04-09; Ho Kee Pau; Food & Restaurants; B1-K10; Hockhua Herbal Tea; Food & Restaurants; B1-13; Hockhua Tonic; Pharmacy & Healthcare; B1-09 to B1-10; Home Edition; Furniture, Furnishings & Household; 03-14; Hougang Authorised Money Changer; Bank & Money Changer; B1-38 to B1-39; I CAN READ; Schools & Offices; 05-07; Ichiban Sushi; Food & Restaurants; 02-23; iORA; Fashion Wear & Accessories; 02-02; Japan Home; Furniture, Furnishings & Household; 03-01; Jean Yip Salon; Hair & Beauty; 04-02; JUEWEI 绝味鸭脖; Food & Restaurants; B1-12; Kai Joo Optical; Optical; 02-16; Kcuts; Hair & Beauty; 04-13 to 04-14; KENJO; Fashion Wear & Accessories; 02-06; KFC; Food & Restaurants; 01-19; Kohong Health Products & Foot-Reflexology Centre; Pharmacy & Healthcare; B1-01 to B1-02; KOI Thé; Food & Restaurants; 01-15; Koong Woh Tong; Food & Restaurants; B1-22 to B1-23; Lab Floret; Services; B1-17; Linen Gallery; Furniture, Furnishings & Household; 03-20; Long John Silver's; Food & Restaurants; B1-27 to B1-28; M1 Exclusive Distributor; Electrical, Electronic, Camera & Telecommunication; B1-33; McDonald’s; Food & Restaurants; 01-16 to 01-17; MeiShi MeiKe by Kopitiam; Food & Restaurants; 04-11; Miniso; Furniture, Furnishings & Household; 01-09; Mister Minit; Services; B1-16; MoneyMax; Jewellery & Watches; 01-08; MOS Burger; Food & Restaurants; 04-10; Mr Bean; Food & Restaurants; B1-13A; Mugiya; Food & Restaurants; B1-08; Nail Palace; Hair & Beauty; 03-07; Nine Fresh; Food & Restaurants; B1-K11; OCBC Bank; Bank & Money Changer; 01-01 to 01-05; Old Chang Kee; Food & Restaurants; 01-39; Old Street Bak Kut Teh; Food & Restaurants; 02-20 to 02-22; One Optique; Optical; 01-29; Owell BodyCare; Pharmacy & Healthcare; B1-32; Pepper Lunch; Food & Restaurants; B1-24 to B1-26; Pet Lovers Centre; Services; B1-03; Pezzo; Food & Restaurants; 01-20A; Pierre Cardin Lingerie; Fashion Wear & Accessories; 01-32 to 01-33; Pizza Hut; Food & Restaurants; 02-25; Play United; Amusement / Entertainment; 05-01 & 15 to, 19; Poh Heng Jewellery; Jewellery & Watches; 01-30 to 01-31; Polar Puffs & Cakes; Food & Restaurants; B1-K9; POPULAR Bookstore; Books & Stationery; 03-15; Q&M Dental Surgery; Pharmacy & Healthcare; 04-07; Qi Ji; Food & Restaurants; 01-41; Saizeriya; Food & Restaurants; 02-24; SEAHORSE; Furniture, Furnishings & Household; 03-09; Seimpi School of Music; Schools & Offices; 05-04 to 05-05; Selffix DIY; Furniture, Furnishings & Household; 04-03 to 04-04; Singapore Post; Services; 04-15A; SingTel; Electrical, Electronic, Camera & Telecommunication; 04-17; SK Jewellery; Jewellery & Watches; 01-22 to 01-24; SKP; Furniture, Furnishings & Household; 04-12; SMILE Central Clinic; Pharmacy & Healthcare; 01-18; Smiling Happi Feet Reflexology; Pharmacy & Healthcare; 05-02 to 05-03; Sorella; Fashion Wear & Accessories; 02-17; Soup Restaurant; Food & Restaurants; 02-21; Stalford Learning Centre; Schools & Offices; 05-06; Starbucks Coffee; Food & Restaurants; 02-11 to 02-19; stuff'd; Food & Restaurants; 01-38; SUBWAY; Food & Restaurants; 02-10; Sunflower Preschool @ Hougang Pte Ltd; Schools & Offices; 05-08 to 05-10; Sushi Express; Food & Restaurants; 04-10A; Tai Chong Kok; Food & Restaurants; B1-04; Telestation GO Wireless; Electrical, Electronic, Camera & Telecommunication; 03-05; The Body Shop; Hair & Beauty; 01-34; THEFACESHOP; Hair & Beauty; 01-21; Time Melody; Jewellery & Watches; 01-20; Toast Box; Food & Restaurants; B1-29 to B1-K12; TOM & STEFANIE; Children's Wear, Toys & Maternity; 04-16; Unity NTUC Healthcare; Pharmacy & Healthcare; B1-35 to B1-36; Valu$; Furniture, Furnishings & Household; 04-01; Vanilla Taste of Beauty; Hair & Beauty; 04-05; Vivian & Sean; Leather Goods, Bags & Shoes; 03-18; Watsons; Pharmacy & Healthcare; 03-02; Wine Beauty & Hair Boutique; Hair & Beauty; 03-12; Winning; Fashion Wear & Accessories; 03-03; Wok Hey; Food & Restaurants; 01-40; Yomie's Rice x Yogurt; Food & Restaurants; B1-K07; Young Hearts; Fashion Wear & Accessories; 02-03; Zhen Yuan Consultancy; Services; 03-17",https://singmalls.app/en/malls/hougang-mall/directory,1997,166361,https://fct.frasersproperty.com/misc/ar2019.pdf,Frasers,,https://en.wikipedia.org//wiki/Hougang_Mall
I12 Katong,1.3050,103.9051,6,https://i12katong.com.sg/stores,67,,,https://i12katong.com.sg/stores,2011,207160,https://www.srx.com.sg/singapore-property-news/38252/112-katong-owners-evaluating-offers-mall-expected-to-fetch-s500m?utm_medium=TheBusinessTimes,,,https://en.wikipedia.org//wiki/I12_Katong
Icon Village,1.2753,103.8444,1,https://www.fareastmalls.com.sg/en/icon-village/shops,34,0.3333333333,,https://singmalls.app/en/malls/icon-village/directory,2007,29838,https://www.fareastmalls.com.sg/en/icon-village/lease-with-us,Far East Malls,,
IKEA Alexandra,1.2880,103.8060,,,1,,,,1995,400000,https://www.straitstimes.com/singapore/ikea-to-open-new-store-at-jem,,,
IKEA Tampines,1.3742,103.9323,4,https://www.ikea.com/sg/en/files/pdf/98/d3/98d3b9a4/ikea-tampines-store-layout.pdf,1,,,,2006,753473,https://mothership.sg/2020/05/ikea-jem/,,,
iMall,1.3031,103.9065,,,,,,,,86500,https://www.homeanddecor.com.sg/design/news/new-mall-at-marine-parade-mrt-station/,,,
IMM,1.3350,103.7471,5,https://www.capitaland.com/sg/malls/imm/en/concierge/mall-info.html,231,0.3333333333,,https://singmalls.app/en/malls/imm/directory,1991,953002,https://www.capitaland.com/international/en/find-a-property/global-property-listing/retail/imm-building.html,CapitaLand,,https://en.wikipedia.org//wiki/IMM_(Singapore)
ION Orchard,1.3040,103.8319,9,https://www.ionorchard.com/shop/listings,297,0.3333333333,,https://singmalls.app/en/malls/ion-orchard/directory,2009,627971,https://www.capitaland.com/sg/en/lease/mall-listing/ion-orchard.html,CapitaLand,,https://en.wikipedia.org//wiki/ION_Orchard
